sen_measurement2,sen_measurement3,sen_measurement4,sen_measurement8,sen_measurement9,sen_measurement11,sen_measurement13,sen_measurement17,RUL
642.28,1579.63,1397.61,2387.96,9051.4,47.24,2388.01,390,137
642.02,1586.94,1393.56,2388.03,9048.24,47.19,2388.02,393,136
642.32,1587.7,1396.19,2387.99,9043.74,47.13,2387.96,390,135
642.13,1586.13,1398.36,2387.97,9054.92,46.95,2388.02,392,134
641.6,1579.03,1395.71,2388.0,9055.89,47.12,2388.03,392,133
641.4,1578.57,1403.76,2387.98,9050.95,47.15,2387.99,390,132
642.04,1583.4,1401.6,2387.97,9054.2,47.08,2388.02,392,131
642.07,1585.17,1394.89,2388.01,9044.4,47.1,2388.04,391,130
642.36,1586.28,1398.35,2388.0,9052.99,47.43,2387.99,391,129
641.5,1588.28,1400.51,2388.0,9052.16,47.2,2388.02,392,128
642.16,1584.03,1399.55,2387.99,9055.53,47.17,2387.99,391,127
642.25,1582.61,1399.22,2387.95,9060.3,47.16,2388.08,391,126
642.45,1584.77,1397.4,2388.04,9057.04,47.26,2388.03,391,125
642.24,1577.95,1402.06,2388.0,9052.53,47.35,2388.0,391,124
641.82,1581.17,1393.72,2388.05,9054.07,47.18,2387.96,391,123
642.01,1585.88,1397.29,2388.0,9052.12,47.15,2388.03,391,122
642.16,1585.55,1403.95,2387.95,9054.7,47.23,2387.99,390,121
642.04,1585.21,1389.11,2387.97,9054.33,47.21,2388.09,392,120
642.27,1589.4,1395.91,2387.95,9054.93,47.16,2388.04,391,119
642.5,1584.25,1401.17,2388.03,9064.62,47.3,2388.02,391,118
642.54,1581.63,1399.53,2388.06,9054.44,47.13,2387.95,392,117
642.3,1588.07,1399.07,2388.03,9060.52,47.23,2388.06,392,116
641.93,1581.8,1391.16,2388.01,9053.87,47.05,2387.98,392,115
642.02,1589.67,1392.5,2388.01,9056.84,47.07,2388.0,391,114
641.98,1581.56,1401.4,2388.08,9054.37,47.03,2388.05,391,113
642.38,1583.54,1402.56,2388.01,9056.74,47.13,2387.97,391,112
641.96,1581.53,1399.73,2388.01,9058.21,47.11,2388.07,392,111
642.36,1586.28,1404.74,2388.03,9055.57,47.26,2388.1,393,110
641.84,1584.8,1394.01,2388.04,9055.59,47.25,2388.03,392,109
642.6,1578.44,1394.57,2388.03,9059.17,47.32,2388.0,391,108
641.99,1589.5,1403.61,2388.05,9067.07,47.22,2388.04,392,107
641.9,1587.08,1392.46,2388.0,9059.4,47.19,2388.09,392,106
641.87,1576.56,1401.76,2388.01,9051.87,47.17,2387.95,394,105
642.12,1586.92,1398.98,2388.02,9059.81,47.22,2388.03,392,104
642.15,1595.23,1393.24,2388.0,9055.53,47.16,2388.05,393,103
641.97,1591.16,1397.1,2387.97,9057.39,47.16,2387.99,392,102
641.82,1584.05,1400.58,2388.03,9058.99,47.43,2387.99,392,101
642.31,1584.47,1403.04,2387.95,9053.57,47.27,2388.02,392,100
642.47,1580.02,1402.01,2388.05,9055.79,47.36,2388.04,391,99
641.71,1587.51,1404.96,2388.06,9061.54,47.39,2388.03,392,98
641.84,1583.79,1398.2,2388.04,9059.61,47.34,2388.0,393,97
642.48,1584.08,1397.15,2388.03,9062.55,47.14,2388.02,391,96
642.45,1585.04,1394.99,2388.07,9060.23,47.37,2387.99,390,95
641.92,1586.48,1399.58,2388.1,9059.55,47.37,2388.08,390,94
642.38,1588.33,1402.97,2388.04,9065.92,47.35,2388.1,393,93
641.89,1586.21,1396.58,2388.07,9056.47,47.29,2388.0,390,92
642.82,1584.24,1397.46,2387.97,9056.1,47.29,2388.05,391,91
641.77,1585.85,1399.73,2388.0,9058.01,47.18,2388.04,393,90
642.42,1588.0,1395.44,2388.04,9057.67,47.28,2388.03,393,89
641.86,1581.31,1398.9,2388.06,9056.58,47.18,2388.07,392,88
641.8,1576.04,1399.84,2388.04,9059.25,47.19,2388.05,392,87
642.06,1586.44,1404.02,2388.08,9058.4,47.43,2388.03,393,86
641.98,1583.89,1399.78,2388.04,9062.47,47.32,2388.05,392,85
641.81,1584.59,1399.01,2388.06,9067.16,47.4,2388.0,392,84
642.35,1581.59,1394.72,2388.06,9059.84,47.39,2388.04,391,83
641.92,1581.74,1400.89,2388.03,9056.83,47.41,2388.07,393,82
642.67,1589.61,1404.24,2388.08,9066.56,47.17,2388.03,391,81
642.15,1586.85,1400.89,2388.07,9067.79,47.2,2388.04,392,80
642.52,1589.7,1394.93,2388.04,9062.67,47.39,2388.09,394,79
641.91,1583.63,1403.68,2388.02,9064.17,47.3,2388.1,393,78
641.98,1592.01,1397.28,2388.09,9059.74,47.24,2388.07,391,77
642.41,1592.73,1402.37,2388.12,9068.93,47.41,2388.08,392,76
641.96,1581.39,1399.31,2388.07,9063.85,47.07,2388.1,392,75
642.38,1583.15,1401.9,2388.07,9066.86,47.44,2388.04,393,74
642.53,1587.42,1401.34,2388.04,9057.16,47.21,2388.03,393,73
642.37,1588.42,1398.77,2388.06,9069.56,47.17,2388.05,394,72
642.49,1584.2,1396.63,2388.06,9070.27,47.4,2388.06,393,71
642.5,1591.77,1404.99,2388.08,9066.36,47.44,2388.13,392,70
642.55,1587.91,1400.45,2388.09,9066.77,47.31,2388.09,391,69
642.58,1581.81,1398.89,2388.07,9073.13,47.36,2388.07,392,68
642.18,1579.44,1393.73,2388.04,9065.61,47.22,2388.06,391,67
642.15,1584.05,1396.56,2388.1,9068.03,47.3,2388.1,392,66
642.29,1588.34,1395.69,2388.12,9069.46,47.25,2388.05,392,65
642.23,1586.43,1394.29,2388.07,9070.03,47.25,2388.06,394,64
642.39,1596.86,1404.49,2388.09,9068.43,47.38,2388.11,392,63
642.76,1585.51,1402.82,2388.1,9073.24,47.58,2388.09,392,62
642.35,1576.41,1409.03,2388.08,9063.67,47.37,2388.1,394,61
642.91,1594.02,1402.8,2388.09,9071.26,47.14,2388.14,392,60
642.36,1583.99,1399.7,2388.07,9072.47,47.32,2388.09,391,59
642.53,1588.77,1408.1,2388.1,9068.76,47.45,2388.09,393,58
642.22,1587.6,1404.14,2388.04,9072.47,47.34,2388.12,394,57
642.97,1588.45,1409.89,2388.12,9074.7,47.38,2388.14,395,56
642.57,1590.13,1396.5,2388.16,9072.46,47.44,2388.13,392,55
642.46,1586.82,1401.77,2388.09,9078.54,47.4,2388.09,394,54
642.63,1586.93,1407.71,2388.13,9078.54,47.49,2388.1,394,53
642.09,1587.85,1403.33,2388.14,9075.95,47.35,2388.13,393,52
642.74,1589.12,1400.37,2388.15,9073.17,47.49,2388.15,393,51
642.2,1591.58,1404.12,2388.14,9072.8,47.53,2388.14,391,50
642.69,1594.14,1408.74,2388.12,9068.51,47.42,2388.11,393,49
642.07,1588.09,1401.44,2388.15,9075.66,47.23,2388.2,393,48
642.55,1593.96,1406.87,2388.17,9080.23,47.5,2388.12,393,47
642.42,1588.62,1405.72,2388.16,9080.23,47.32,2388.21,394,46
642.44,1590.92,1409.46,2388.16,9078.98,47.46,2388.22,393,45
642.9,1587.18,1405.53,2388.18,9080.17,47.62,2388.19,393,44
642.88,1594.37,1412.33,2388.22,9084.25,47.55,2388.24,394,43
642.51,1589.86,1397.11,2388.2,9077.01,47.39,2388.16,392,42
642.02,1592.48,1402.07,2388.18,9076.33,47.77,2388.17,394,41
642.84,1595.98,1407.72,2388.18,9087.07,47.71,2388.22,391,40
642.36,1591.28,1399.09,2388.16,9079.19,47.45,2388.17,392,39
642.39,1589.13,1408.61,2388.17,9082.86,47.62,2388.16,394,38
642.79,1593.1,1408.41,2388.25,9081.94,47.64,2388.13,394,37
643.07,1594.63,1404.48,2388.2,9083.94,47.56,2388.22,393,36
642.65,1589.23,1415.02,2388.22,9084.78,47.5,2388.24,393,35
642.15,1593.61,1403.1,2388.24,9082.94,47.61,2388.21,393,34
642.35,1596.77,1405.96,2388.19,9081.56,47.71,2388.17,394,33
642.23,1589.23,1411.06,2388.27,9084.25,47.71,2388.21,393,32
642.56,1584.47,1402.49,2388.24,9083.74,47.78,2388.21,393,31
642.66,1594.44,1414.97,2388.26,9092.76,47.7,2388.26,394,30
642.7,1590.12,1410.29,2388.22,9088.03,47.61,2388.28,394,29
642.72,1595.8,1410.64,2388.19,9088.73,47.74,2388.31,393,28
642.84,1591.55,1412.2,2388.26,9090.35,47.73,2388.3,394,27
642.75,1592.7,1414.09,2388.24,9097.02,47.71,2388.27,395,26
642.71,1590.5,1407.32,2388.3,9092.29,47.68,2388.32,394,25
642.13,1595.68,1411.08,2388.28,9086.46,47.8,2388.39,395,24
643.01,1593.29,1406.53,2388.26,9098.7,47.87,2388.29,394,23
642.91,1596.88,1417.24,2388.29,9097.15,47.75,2388.32,394,22
642.98,1606.64,1415.91,2388.3,9098.95,47.68,2388.29,394,21
642.35,1596.75,1413.59,2388.29,9101.81,47.79,2388.32,395,20
642.38,1593.79,1415.28,2388.35,9096.5,47.7,2388.36,394,19
642.93,1598.27,1414.48,2388.3,9106.11,47.9,2388.32,395,18
642.87,1599.42,1422.38,2388.35,9095.93,47.91,2388.4,397,17
642.88,1596.27,1412.45,2388.34,9098.7,48.04,2388.38,396,16
643.09,1596.04,1415.71,2388.42,9108.13,47.95,2388.37,394,15
642.74,1597.51,1419.39,2388.38,9106.28,47.96,2388.32,394,14
642.88,1594.01,1420.75,2388.41,9103.39,48.0,2388.38,396,13
643.48,1593.78,1419.91,2388.4,9105.07,48.1,2388.35,396,12
643.55,1600.87,1423.23,2388.42,9100.15,47.98,2388.37,396,11
643.27,1607.18,1420.77,2388.46,9110.94,48.0,2388.38,395,10
643.29,1604.99,1428.41,2388.42,9108.3,48.07,2388.44,395,9
642.64,1598.74,1423.97,2388.4,9108.77,47.98,2388.47,396,8
643.14,1600.88,1418.11,2388.44,9115.08,47.93,2388.46,396,7
643.32,1603.14,1422.81,2388.44,9115.67,47.95,2388.49,396,6
643.15,1597.33,1431.57,2388.47,9109.36,48.1,2388.43,395,5
642.67,1598.46,1423.09,2388.44,9124.4,47.96,2388.51,397,4
642.93,1603.21,1426.55,2388.52,9123.51,47.97,2388.57,396,3
643.63,1598.76,1428.75,2388.49,9122.08,48.24,2388.52,396,2
643.36,1603.57,1418.28,2388.43,9125.18,48.18,2388.49,396,1
643.35,1595.93,1419.99,2388.53,9123.93,48.08,2388.51,397,0
642.19,1585.49,1401.55,2387.98,9046.11,47.29,2388.0,391,221
642.0,1586.6,1393.99,2388.0,9057.38,47.3,2388.02,391,220
642.1,1582.43,1394.89,2388.06,9056.81,47.45,2388.06,391,219
642.36,1582.8,1396.55,2388.05,9059.65,47.27,2388.0,392,218
642.73,1589.39,1397.12,2388.02,9055.29,47.16,2388.02,392,217
642.23,1572.14,1395.45,2388.01,9053.54,47.03,2388.04,391,216
642.13,1578.99,1398.35,2388.06,9063.66,47.37,2388.02,391,215
642.48,1584.67,1390.74,2388.04,9048.72,47.32,2388.07,393,214
642.08,1583.45,1398.01,2388.03,9052.38,47.08,2387.99,392,213
642.09,1593.27,1399.37,2388.01,9055.99,47.14,2388.0,392,212
642.2,1579.24,1399.01,2388.03,9050.92,47.18,2388.05,391,211
642.33,1579.57,1402.45,2388.0,9054.75,47.23,2387.98,391,210
641.96,1576.95,1396.48,2388.05,9058.7,47.2,2388.0,391,209
642.1,1585.06,1400.81,2388.06,9060.37,47.34,2388.04,391,208
642.03,1580.37,1405.0,2388.04,9048.08,47.21,2388.03,393,207
642.13,1585.88,1402.51,2388.02,9049.13,47.3,2388.01,390,206
642.03,1583.74,1391.35,2388.01,9057.02,47.1,2388.02,395,205
641.97,1581.23,1391.74,2388.05,9057.03,47.39,2388.0,391,204
642.09,1577.01,1398.31,2388.02,9052.57,46.98,2387.99,390,203
641.86,1585.84,1402.35,2388.04,9052.54,47.24,2387.97,392,202
642.3,1586.0,1391.72,2388.05,9061.34,47.36,2387.99,391,201
642.0,1581.93,1399.98,2388.04,9050.05,47.23,2388.05,391,200
642.37,1589.42,1406.99,2387.97,9062.75,47.43,2388.04,392,199
641.78,1586.29,1396.27,2388.0,9059.04,47.31,2388.01,392,198
642.42,1581.68,1399.3,2387.96,9049.66,47.32,2388.03,391,197
642.28,1590.6,1396.54,2388.0,9058.1,47.21,2388.04,393,196
642.17,1578.47,1401.69,2388.04,9057.1,47.27,2388.01,392,195
641.91,1576.92,1394.62,2388.06,9056.07,47.39,2388.04,390,194
642.46,1583.83,1392.09,2388.04,9061.93,47.16,2388.07,392,193
641.73,1581.85,1390.3,2387.99,9052.46,47.22,2387.96,393,192
642.03,1588.87,1391.61,2388.02,9053.39,47.15,2387.96,391,191
641.82,1586.63,1402.03,2388.05,9055.18,47.25,2388.04,393,190
642.09,1586.86,1400.26,2388.05,9058.76,47.32,2388.01,392,189
642.69,1586.54,1399.44,2388.04,9056.35,47.4,2388.1,393,188
642.85,1587.14,1402.39,2387.91,9050.97,47.14,2388.06,391,187
642.56,1586.96,1402.59,2388.03,9062.27,47.25,2388.06,393,186
641.65,1586.5,1399.94,2388.05,9050.76,47.37,2388.09,390,185
642.24,1588.66,1394.81,2388.02,9050.7,47.24,2387.99,392,184
642.11,1595.32,1391.56,2388.05,9054.68,47.25,2388.05,390,183
641.99,1588.17,1407.17,2388.07,9052.29,47.2,2388.05,391,182
642.2,1585.61,1401.74,2387.97,9055.24,47.13,2387.97,391,181
642.56,1586.43,1396.16,2388.09,9055.15,47.24,2388.04,390,180
642.16,1584.84,1398.27,2388.06,9058.23,47.26,2388.07,391,179
642.54,1583.0,1395.64,2388.04,9055.72,47.19,2388.03,392,178
642.22,1590.73,1406.04,2388.03,9055.44,47.19,2387.99,392,177
642.25,1587.67,1394.32,2388.04,9053.74,47.28,2388.01,391,176
642.68,1580.95,1395.19,2388.04,9061.31,47.17,2388.04,391,175
641.9,1581.26,1401.53,2388.02,9046.94,47.33,2388.0,393,174
642.46,1586.09,1401.91,2388.07,9049.95,47.21,2387.99,392,173
642.44,1580.18,1403.87,2388.01,9054.7,47.2,2388.03,390,172
641.56,1584.51,1400.43,2388.0,9057.17,47.24,2388.02,389,171
642.62,1577.99,1393.98,2388.05,9060.8,47.34,2388.0,393,170
642.63,1580.73,1397.86,2388.03,9054.24,47.15,2387.97,393,169
642.55,1573.72,1403.51,2387.97,9055.48,47.26,2388.01,392,168
642.22,1590.22,1395.04,2388.04,9054.15,47.4,2388.04,393,167
642.25,1579.89,1395.41,2388.07,9052.81,47.26,2388.06,391,166
641.86,1586.17,1394.2,2388.06,9056.23,47.3,2387.97,391,165
642.22,1579.85,1396.15,2388.02,9058.39,47.04,2388.03,392,164
642.29,1585.29,1400.47,2388.09,9049.82,47.18,2388.05,392,163
642.3,1582.35,1402.86,2388.06,9053.46,47.3,2388.04,391,162
642.57,1583.76,1407.47,2388.02,9062.13,47.31,2388.04,393,161
642.23,1593.44,1401.49,2388.07,9059.3,47.25,2388.08,392,160
642.46,1589.68,1394.31,2388.08,9056.63,47.46,2388.02,393,159
642.01,1589.81,1401.39,2388.06,9052.18,47.26,2388.04,391,158
642.59,1586.75,1396.89,2388.07,9048.98,47.4,2388.05,394,157
642.0,1586.85,1398.22,2388.02,9057.86,47.41,2388.06,391,156
642.55,1578.66,1402.0,2388.05,9061.59,47.24,2388.02,393,155
642.32,1589.02,1409.62,2388.04,9056.46,47.29,2388.05,392,154
641.85,1589.89,1397.29,2388.04,9059.94,47.27,2388.08,392,153
642.06,1590.46,1398.97,2388.06,9060.29,47.2,2388.0,392,152
642.54,1588.03,1395.68,2388.04,9056.45,47.36,2388.06,392,151
642.52,1590.95,1405.69,2388.04,9057.55,47.31,2388.06,391,150
642.55,1588.51,1404.39,2388.06,9052.37,47.22,2388.06,391,149
641.72,1592.98,1403.83,2388.02,9061.56,47.41,2388.01,392,148
642.39,1590.38,1398.8,2388.0,9056.18,47.33,2388.05,393,147
642.0,1588.35,1399.55,2388.01,9060.99,47.33,2388.06,392,146
643.09,1587.16,1400.93,2388.08,9057.01,47.58,2388.07,392,145
641.79,1583.75,1403.48,2387.99,9046.96,47.21,2388.01,392,144
642.33,1582.3,1398.56,2388.04,9059.39,47.2,2388.03,391,143
642.28,1587.19,1397.45,2388.02,9061.33,47.17,2387.97,393,142
641.84,1585.07,1404.39,2388.05,9065.31,47.3,2388.01,392,141
642.1,1589.33,1398.82,2388.02,9049.74,47.27,2388.01,393,140
642.06,1590.98,1398.32,2388.07,9055.5,47.32,2388.04,393,139
642.34,1588.05,1399.06,2388.1,9059.42,47.26,2388.05,392,138
642.71,1578.13,1401.77,2388.08,9058.88,47.3,2388.03,392,137
642.45,1584.78,1405.8,2388.04,9064.32,47.34,2388.05,394,136
642.95,1588.35,1397.9,2388.09,9058.54,47.25,2388.05,393,135
642.36,1590.21,1398.37,2387.97,9055.45,47.26,2388.07,392,134
642.52,1592.54,1398.19,2388.11,9051.63,47.31,2388.02,391,133
642.11,1592.55,1401.22,2388.01,9063.67,47.28,2388.05,392,132
641.65,1583.09,1400.29,2388.01,9057.63,47.28,2388.04,391,131
642.09,1587.5,1404.36,2388.03,9058.19,47.19,2388.01,393,130
642.5,1586.84,1397.68,2388.02,9059.56,47.35,2388.05,393,129
642.5,1588.55,1396.1,2388.06,9055.15,47.33,2388.02,392,128
642.49,1579.82,1400.16,2388.08,9056.18,47.43,2388.07,392,127
642.56,1583.05,1397.27,2388.02,9060.5,47.36,2388.02,392,126
642.36,1586.38,1399.91,2388.02,9057.32,47.29,2388.06,393,125
642.33,1588.69,1399.98,2388.02,9057.3,47.17,2388.05,393,124
642.16,1582.5,1399.34,2388.03,9051.5,47.33,2388.06,392,123
642.12,1587.56,1397.87,2388.0,9061.48,47.28,2388.1,391,122
642.13,1589.96,1401.99,2388.09,9056.39,47.28,2388.02,392,121
642.44,1590.41,1406.56,2388.03,9055.32,47.23,2388.03,392,120
642.7,1583.02,1402.79,2387.99,9059.96,47.63,2388.07,391,119
642.19,1589.96,1402.08,2388.02,9054.97,47.3,2388.06,392,118
642.29,1583.92,1397.03,2388.03,9064.11,47.5,2388.09,393,117
642.54,1582.78,1397.94,2388.08,9065.23,47.35,2388.04,393,116
642.21,1599.92,1403.86,2388.05,9048.57,47.37,2388.04,390,115
642.54,1588.2,1403.89,2388.09,9055.86,47.46,2388.1,392,114
642.53,1586.77,1403.58,2388.03,9059.95,47.36,2388.04,391,113
641.96,1591.47,1404.44,2388.08,9061.9,47.34,2388.08,393,112
642.23,1589.73,1402.54,2388.05,9060.79,47.48,2388.03,393,111
642.13,1583.31,1409.29,2388.08,9065.46,47.3,2388.0,393,110
642.3,1592.45,1394.68,2388.07,9053.47,47.45,2388.06,392,109
642.6,1598.35,1402.48,2388.02,9062.25,47.4,2388.01,394,108
642.6,1587.02,1399.17,2388.04,9066.73,47.38,2388.08,391,107
642.57,1583.86,1408.43,2388.11,9056.69,47.41,2388.08,391,106
642.67,1594.22,1399.22,2388.04,9054.03,47.32,2388.1,393,105
642.83,1585.56,1402.78,2388.05,9059.14,47.22,2388.08,392,104
642.25,1586.35,1403.5,2388.06,9060.72,47.29,2388.02,392,103
642.26,1581.61,1410.57,2388.05,9059.22,47.21,2388.05,391,102
642.35,1585.78,1403.3,2387.97,9068.0,47.4,2388.07,393,101
642.57,1584.99,1399.41,2388.02,9062.44,47.4,2388.01,393,100
642.7,1579.08,1401.02,2388.06,9061.63,47.26,2388.06,391,99
642.85,1593.73,1399.62,2388.07,9063.69,47.36,2388.07,392,98
642.42,1584.76,1407.82,2388.12,9059.14,47.48,2388.1,392,97
641.84,1580.54,1395.35,2388.03,9061.37,47.33,2388.09,393,96
642.81,1586.95,1399.36,2388.06,9055.85,47.26,2388.08,391,95
642.47,1595.17,1410.53,2388.06,9055.68,47.31,2388.08,393,94
643.03,1586.19,1398.67,2388.05,9062.58,47.24,2388.08,392,93
642.72,1587.54,1398.83,2388.05,9062.17,47.59,2388.09,393,92
642.7,1584.84,1401.79,2388.05,9063.84,47.5,2388.07,394,91
642.8,1590.6,1400.82,2388.07,9067.89,47.44,2388.03,392,90
642.97,1586.14,1395.25,2388.07,9065.72,47.54,2388.09,396,89
643.0,1587.71,1407.55,2388.08,9061.75,47.42,2388.05,392,88
642.72,1580.79,1410.06,2388.09,9059.14,47.42,2388.09,393,87
642.14,1581.18,1397.13,2388.09,9066.84,47.33,2388.07,393,86
642.56,1584.47,1407.38,2388.08,9059.22,47.47,2388.1,393,85
643.06,1586.04,1403.21,2388.0,9058.87,47.34,2388.07,393,84
642.84,1591.72,1401.68,2388.08,9064.4,47.28,2388.07,393,83
642.15,1591.06,1400.36,2388.1,9064.03,47.28,2388.03,393,82
642.89,1586.41,1399.67,2388.05,9062.65,47.51,2388.08,394,81
642.25,1585.55,1401.97,2388.08,9067.17,47.53,2388.15,392,80
642.6,1581.1,1408.07,2388.1,9059.78,47.44,2388.12,393,79
642.03,1588.69,1409.67,2388.07,9064.11,47.51,2388.09,392,78
642.73,1582.7,1402.74,2388.11,9064.31,47.27,2388.1,393,77
642.36,1589.17,1416.48,2388.12,9058.92,47.64,2388.09,392,76
642.52,1585.39,1408.59,2388.12,9066.71,47.44,2388.1,393,75
642.61,1594.77,1407.47,2388.09,9065.91,47.65,2388.04,394,74
643.11,1587.07,1403.95,2388.06,9060.73,47.58,2388.11,392,73
643.02,1590.9,1409.17,2388.02,9069.91,47.35,2388.05,393,72
642.25,1593.38,1415.49,2387.99,9066.17,47.36,2388.06,391,71
642.44,1593.48,1405.72,2388.0,9063.8,47.64,2388.08,392,70
642.78,1586.57,1405.69,2388.08,9069.91,47.29,2388.08,393,69
643.15,1592.3,1408.39,2388.03,9064.26,47.44,2388.09,394,68
642.66,1589.02,1414.92,2388.12,9075.71,47.39,2388.04,392,67
642.15,1584.49,1406.31,2388.08,9068.67,47.51,2388.11,392,66
642.36,1595.93,1411.4,2388.07,9062.56,47.57,2388.09,392,65
642.25,1586.46,1405.28,2388.04,9065.26,47.58,2388.01,394,64
642.86,1586.17,1409.86,2388.1,9070.19,47.41,2388.08,394,63
642.87,1596.91,1407.65,2388.08,9065.16,47.49,2388.15,392,62
642.6,1589.27,1408.59,2388.09,9061.69,47.57,2388.07,393,61
642.99,1582.97,1404.81,2388.12,9071.09,47.55,2388.12,392,60
642.32,1590.81,1400.93,2388.1,9069.23,47.51,2388.06,393,59
642.88,1586.73,1410.75,2388.1,9067.92,47.6,2388.08,394,58
642.83,1587.84,1401.23,2388.07,9069.67,47.53,2388.1,394,57
642.36,1595.61,1411.2,2388.07,9066.54,47.67,2388.08,394,56
642.68,1587.31,1416.05,2388.15,9071.28,47.57,2388.08,395,55
642.7,1590.96,1410.03,2388.11,9074.01,47.41,2388.08,394,54
642.3,1587.78,1404.82,2388.16,9069.58,47.58,2388.1,394,53
642.86,1592.53,1410.94,2388.04,9069.7,47.38,2388.14,394,52
642.8,1591.99,1412.24,2388.15,9066.78,47.44,2388.12,395,51
642.91,1587.34,1411.85,2388.09,9065.28,47.62,2388.12,395,50
643.26,1587.16,1409.76,2388.15,9075.77,47.59,2388.09,392,49
643.02,1589.79,1417.39,2388.06,9070.83,47.63,2388.12,394,48
642.95,1583.21,1412.13,2388.14,9063.2,47.86,2388.1,393,47
642.52,1590.58,1411.2,2388.13,9067.34,47.59,2388.14,394,46
642.94,1584.12,1418.52,2388.11,9056.64,47.79,2388.11,395,45
642.59,1588.72,1417.96,2388.16,9066.89,47.65,2388.12,395,44
642.43,1593.95,1415.0,2388.12,9077.34,47.63,2388.13,394,43
642.92,1594.25,1412.85,2388.1,9071.09,47.72,2388.17,395,42
643.23,1591.63,1410.25,2388.1,9076.99,47.88,2388.08,394,41
643.05,1594.06,1412.05,2388.1,9071.09,47.52,2388.09,393,40
643.31,1598.34,1414.3,2388.15,9072.25,47.66,2388.08,397,39
643.23,1594.39,1416.36,2388.1,9067.97,47.72,2388.09,393,38
643.07,1595.11,1416.56,2388.13,9073.3,47.57,2388.14,395,37
642.77,1596.98,1417.6,2388.16,9079.46,47.96,2388.09,395,36
642.88,1596.73,1413.26,2388.18,9069.79,47.7,2388.14,395,35
643.01,1589.52,1416.31,2388.1,9079.24,47.89,2388.08,394,34
643.36,1591.22,1412.53,2388.13,9067.43,47.85,2388.1,395,33
643.03,1590.63,1415.47,2388.12,9077.91,47.7,2388.14,393,32
642.83,1594.15,1411.36,2388.18,9073.59,47.71,2388.18,395,31
642.94,1597.81,1417.79,2388.16,9077.32,47.81,2388.15,394,30
643.01,1593.45,1419.13,2388.14,9073.8,47.93,2388.1,395,29
643.59,1594.34,1419.67,2388.12,9079.92,47.73,2388.15,394,28
643.67,1599.04,1420.68,2388.09,9075.25,47.88,2388.18,395,27
643.25,1589.7,1414.72,2388.19,9077.55,47.83,2388.16,394,26
643.58,1595.42,1409.73,2388.17,9081.02,47.99,2388.16,394,25
643.07,1597.63,1427.68,2388.17,9084.96,47.65,2388.17,394,24
643.35,1601.19,1423.69,2388.14,9077.44,47.94,2388.12,394,23
643.61,1595.08,1426.56,2388.16,9085.95,48.08,2388.11,395,22
643.79,1597.55,1424.36,2388.15,9083.45,47.85,2388.17,395,21
643.33,1597.37,1417.42,2388.14,9074.97,47.83,2388.12,396,20
643.05,1597.13,1423.12,2388.15,9083.55,47.77,2388.16,394,19
643.39,1600.25,1418.95,2388.16,9081.93,47.67,2388.13,396,18
643.92,1596.72,1422.59,2388.14,9087.11,47.86,2388.19,396,17
643.7,1597.57,1428.23,2388.18,9069.14,47.88,2388.15,394,16
643.07,1604.29,1418.41,2388.19,9082.04,47.88,2388.18,394,15
643.47,1598.59,1420.89,2388.24,9083.46,48.16,2388.19,396,14
643.08,1599.12,1423.93,2388.2,9084.94,47.88,2388.26,395,13
643.89,1601.53,1424.83,2388.19,9086.52,47.9,2388.18,396,12
643.4,1603.77,1431.54,2388.18,9087.93,48.1,2388.23,395,11
643.06,1593.19,1424.17,2388.18,9089.45,48.07,2388.22,395,10
643.26,1593.84,1421.87,2388.17,9098.2,48.14,2388.21,395,9
643.42,1594.06,1426.48,2388.19,9089.4,48.01,2388.22,398,8
643.56,1593.34,1426.72,2388.24,9088.39,47.93,2388.23,396,7
643.45,1599.73,1425.02,2388.2,9090.47,48.12,2388.2,396,6
643.16,1596.59,1426.24,2388.23,9096.11,48.18,2388.2,396,5
644.03,1602.09,1431.38,2388.25,9089.34,48.11,2388.28,396,4
643.52,1598.21,1431.24,2388.21,9085.8,48.06,2388.26,397,3
643.67,1606.01,1429.4,2388.27,9094.72,48.23,2388.22,395,2
643.97,1598.68,1432.49,2388.23,9088.67,48.09,2388.19,396,1
644.23,1598.25,1424.21,2388.2,9088.06,47.95,2388.17,396,0
642.03,1587.05,1414.42,2388.12,9048.2,47.53,2388.07,393,271
643.28,1587.31,1412.8,2388.07,9046.19,47.58,2388.17,394,270
642.52,1586.97,1412.14,2388.07,9051.52,47.68,2388.14,392,269
642.07,1595.43,1411.36,2388.14,9052.29,47.8,2388.11,393,268
643.07,1588.47,1410.3,2388.08,9047.32,47.53,2388.06,393,267
643.0,1588.0,1411.93,2388.14,9046.48,47.48,2388.11,395,266
642.27,1591.86,1415.49,2388.16,9042.44,47.51,2388.09,392,265
643.11,1588.43,1407.3,2388.16,9052.08,47.64,2388.08,392,264
642.65,1590.56,1408.14,2388.11,9043.24,47.5,2388.17,392,263
642.95,1594.74,1406.04,2388.15,9041.69,47.77,2388.06,391,262
642.64,1591.49,1416.25,2388.07,9047.26,47.49,2388.17,394,261
642.79,1588.38,1414.33,2388.11,9049.99,47.55,2388.14,394,260
642.59,1585.86,1407.23,2388.14,9043.61,47.43,2388.16,393,259
643.46,1590.52,1410.66,2388.1,9053.83,47.52,2388.15,393,258
642.78,1589.37,1420.22,2388.1,9046.27,47.55,2388.09,394,257
642.97,1586.43,1410.81,2388.18,9056.8,47.53,2388.16,394,256
